0,1,2,3,4,5,6,7,8,9,10,11
5.039395089721443,-1.3001449757376013,-1.3375120002575422,-1.3375120002575422,-1.1718338225375073,1.7184055961150788,5.076762114241386,-1.3375120002575422,-1.3375120002575422,-1.3375120002575422,-1.3375120002575422,-1.3375120002575422
5.039395089721442,-1.3001449757376018,-1.337512000257542,-1.337512000257542,-1.1718338225375076,1.7184055961150773,5.076762114241377,-1.337512000257542,-1.337512000257542,-1.337512000257542,-1.337512000257542,-1.337512000257542
4.628827906659847,-1.2579199645232466,-1.2579199645232466,-1.2579199645232466,-1.2579199645232466,2.0636238673895213,4.628827906659847,-1.2579199645232466,-1.2579199645232466,-1.2579199645232466,-1.2579199645232466,-1.2579199645232466
4.852082096608702,-1.3547353380050753,-1.3547353380050753,-1.3547353380050753,-1.3547353380050753,2.488453848828268,4.852082096608704,-1.3547353380050753,-1.3547353380050753,-1.3547353380050753,-1.3547353380050753,-1.3547353380050753
6.393280977165279,-1.6885050708053604,-1.7925241212915117,-1.7925241212915117,-1.447890841652649,2.7934837566818884,6.497300027651436,-1.7925241212915117,-1.7925241212915117,-1.7925241212915117,-1.7925241212915117,-1.7925241212915117
3.7405642309236815,-1.0513696359733584,-1.11216271684045,-1.11216271684045,-1.11216271684045,2.4067498279825,3.801357311790776,-1.11216271684045,-1.11216271684045,-1.11216271684045,-1.11216271684045,-1.11216271684045
4.552391866340562,-1.2475221531023732,-1.2475221531023732,-1.2475221531023732,-1.2475221531023732,2.1229156452402305,4.552391866340568,-1.2475221531023732,-1.2475221531023732,-1.2475221531023732,-1.2475221531023732,-1.2475221531023732
3.2541150920121162,-1.0594026911829482,-1.397494630601611,-0.6366421749816125,0.01795248305830131,2.4558855876530283,4.353059487050777,-1.3974946306016112,-1.3974946306016112,-1.3974946306016112,-1.3974946306016112,-1.3974946306016112
3.145042393864918,-1.0511497880516667,-1.3917319393124887,-0.6038468706334819,0.05766414076139759,2.529172146129022,4.27350961380475,-1.3917319393124892,-1.3917319393124892,-1.3917319393124892,-1.3917319393124892,-1.3917319393124892
-0.8269338719443423,-0.5094917080838454,-0.8904223047164407,1.4634024455723864,1.8443330422049822,1.4634024455723864,1.9078214749770819,-0.8904223047164409,-0.8904223047164409,-0.8904223047164409,-0.8904223047164409,-0.8904223047164409
